0,1,2,3,4
English Grammar in Use,30시간,2023.09.18,3점,"3줄 요약
1. 이지경선생님 강의가 좋아서 2탄도 들을 것이다.
2. 연수 플랫폼, 오류문제, 평가문항 답안 처리문제는 진짜 개선되어야 한다.
3. PC에서만이 아니고 태블릿에서나 폴드폰에서도 들을 수 있도록 서비스 개선 강력이 요청한다.
------
연수원 6개 정도 비교해보고, 타 사이트에는 없는 영어문법 연수가 개설되어 있어서 기뻐하며 신청했어요. 강사샘이 전달력이 좋으시고, 예제를 풀면서 설명해주시는 것이 도움이 많이 되었어요. 같은 방식으로 강의하더라도 잘 들어오지 않는 연수도 여럿 받아봐서 저는 좋았습니다. 다만 연수 받는 중에 첫 화면에 스킵 버튼을 설치해 놓고, 스킵 누르면 이수 미완료로 나오는 것이 황당했어요. 스킵 버튼을 제외하던지 눌렀어도 인정해 주어야 맞지 않을까요? 이 연수를 열심히 받으려고 태블릿피시도 구입했는데, 태블릿에서 연수 실행되지 않아 너무 실망했어요.사실 연수 그 자체보다 복습하면서 실제 기량을 쌓으려고 신청했던건데 목적 달성에 실패했어요. 누가 노트북 들고 다니면서 연수 받을까요? 아니면 PC가 있는 장소에서만 연수를 받을까요? 이용자 편의를 좀 더 고려하여 연수 제공해 주시기 바랍니다. 아래 후기에서도 선생님들께서 겪으셨던 일들을 저도 겪은 것이 있어요. 연수 3쪽 문제 풀기까지 풀었는데 그 차시 전체가 오류가 나서 처음부터 다시 들어야 했던 문제나 차시별 평가문항에서 답을 축약해서 쓰지 않고 풀어서 쓰면 틀렸다고 평가하는 일들이 있었습니다. 이런 점들이 개선된다면 좀 더 좋은 연수가 될 수 있을 것으로 생각됩니다."
메이슨의 패턴잉글리쉬,30시간,2023.09.15,4점,제목처럼 패턴을 활용하여 숙어에서 단어를 바꿔가며 반복적으로 학습하는 내용으로 구성되어 있습니다.
세상에서 제일 쉬운 과학 이야기,30시간,2023.09.15,4점,재미는 있는데 내용이 깁니다. 그것 감안하고 시간 많을 때 재미난 이야기 듣는것처럼 들으면 좋습니다.
메이슨의 Travel English 1,15시간,2023.09.15,5점,쉽고 간결한 여행영어회화 문장들을 알려줍니다.
메디컬 콘서트 1탄 - 현대인의 만성 질병,15시간,2023.09.15,5점,여러 질병에 대해 이야기하듯이 알려줍니다. 바디피부나 얼굴피부나 다 똑같은 피부라니.. 또르륵..
7대 표준안으로 실천하는 학교안전교육,15시간,2023.09.15,4점,3년마다 들어야 해서 들었습니다. 내용은 평범합니다.
교사를 위한 교실 밖 여행인문학,15시간,2023.09.15,4점,지역 음식을 소개해주는 내용이 있어 재미있었습니다.
나만의 여행책 만들기,30시간,2023.09.15,4점,"여행은 아무 생각 없이 하면 그대로도 재미있지만, 이 연수를 듣고나면 여행에도 테마를 정해 할 수 있겠다는 생각이 듭니다. 재미있는 연수입니다."
교과서 속 세계문화유산,30시간,2023.09.14,5점,우리나라에 이렇게 많은 세계문화유산이 놀랍다. 가본 곳도 있고 아닌 곳도 있지만 다시 한번 가 보고 싶다.
스토리텔링을 활용한 초등수학 수업,30시간,2023.09.14,5점,"예전에 인*에서 수학수업 차시마다 이야기를 도입해서 ppt 열심히 만들어주시던 선생님들이 아주 많았어요. 요즘은 만나기 힘듭니다.. 이 연수는 스토리가 있는 수학수업이 무엇인지, 그 장점과 활용방법을 이해하고 적용하도록 도와주는 과정입니다. 한 번 연수 들어보세요."
교과수업에 활용하는 진로교육,30시간,2023.09.14,5점,보통 진로주간에 진로수업 하고 끝이죠. 이 강의는 진로지도를 교과 수업 안에 자연스럽게 함께 할 수 있는 여러 꿀팁을 제공합니다. 추천해요.
챗GPT로 똑똑한 진로 수업 만들기!,0시간,2023.09.08,5점,"진로 수업을 chat GPT로 스마트하게 진행할 수 있고 그 외 다양한 에듀테크 도구로도 활용할 수 있고, 초등교사로서 나이제한에 구애없이 쓸 수 있는 도구로도 얼마든지 사용가능할 수 있는 도구도 있음을 알게 되었습니다. 아직 생성형 ai가 사람과 같은 기능을 하기에는 부족한 도구이긴 하나 지금으로선 획기적이고 우리 교육에 도움을 받고 참고하기에는 참으로 편리한 도구임에는 틀림이 없습니다. 진로 수업을 재미있고 풍성하게 만들어 줄 것 같습니다. 감사합니다."
교사가 알고싶은 독립운동사,20시간,2023.09.07,5점,애국심 고취하기에 좋은 내용들입니다
실패 없는 과학 교과서 실험 (3~4학년 1학기),10시간,2023.09.07,5점,"강력히 추천합니다

실험수업 어렵긴 하죠 ㅠㅠ"
어린이 생활세계로 열어가는 사회 교과서 이야기 (5~6학년),10시간,2023.09.07,5점,사회수업에 관심이 많았는데 연수보니 더 도움이 되네요
수업을 살리는 체육 레시피,30시간,2023.09.07,5점,체육전담이라 막막했는데 큰도움이 되었습니다
나만의 여행책 만들기,30시간,2023.09.07,5점,국어 시간에 학생들 책 만들기 수업에 응용해도 좋을 것 같습니다^^
메이슨의 Travel English,30시간,2023.09.07,4점,"여행을 할 때 유용한 표현들이 많아서 좋았습니다.
또 미처 생각히지 못하는 것도 꼼꼼하게 예시로 다루어 주셔서 감사합니다.

그런데 30차시의 내용이 똑같은 구성으로 되어있어서 연수가 뒤로 가면서는 좀 지루해집니다.
간단해도 좋으니 상황에 따른 에니메이션이나, 실제 대화하는 모습 등이 있었으면 더 좋은 연수가 되고, 많은 분들이 수강할 수 있을 것 같습니다. 참고해주셔요."
쉽게 시작할 수 있는 노션과 ZOOM 활용 꿀팁!,30시간,2023.09.06,5점,너무 유익한 강의였습니다~
교사를 위한 교실 밖 여행인문학,15시간,2023.09.06,1점,연수 내용은 유익하나 진도 반영이 제대로 되지 않아 비추천!!
English Grammar in Use 2,30시간,2023.09.05,3점,"English Grammar in Use 1도 듣고 2도 들었는데, 2가 조금 더 나았던 거 같아요. 강의 끝나고 나오는 퀴즈가 조금 더 깔끔했어요. 하지만, 마침표를 찍어서 틀렸다고 뜬다던지, 정리부분에서 to 부정사와 -ing를 바꾸어 놓은 것도 있고, 완성도가 높진 않아요. 오랜만에 문법 공부하니 좋네요."
교사를 위한 교실 밖 여행인문학,15시간,2023.09.04,5점,"지역에 대해 대략적으로 어느 행정구역에 속해있는지 정도만 알았는데, 한 지역에 대해 지형과 관계적 위치를 세세히 살펴보고, 관광명소, 인구, 특징 등을 하나씩 살펴보니
아무리 외워도 잘 안외워지던 위치가 명확히 들어오기 시작했습니다.

인터넷 지도를 살펴보면서 공부할만큼 흥미로웠습니다.
한 지역의 최근 변화 모습과 전체적인 특징을 살펴보니 우리나라 곳곳이 이렇게 다양한 이야기를 품고 있구나 새롭게 깨달았네요.

우리나라 지리와 지역에 대해 더욱 관심이 생겼습니다.
지리 관련 수업에 도움이 많이 될 것 같고, 나중에 여행하고 싶은 마음도 듭니다.

이런 흥미롭고 알찬 원격강의가 많으면 좋겠습니다.
조금 아쉬운 점이 있다면 사진 자료가 좀 더 많았더라면 하는 점이 아쉬웠습니다."
교사로서의 직무 스트레스 다루기,0시간,2023.08.31,5점,교수님 사례 공유해 주셔서 교사들의 어려움 우리들만의 이야기가 아니구나.. 결국 피해갈 수 없는 일이라면 생각을 바꾸고 낙천적으로 받아드리기 훈련해야겠다는 생각이 듭니다. 진솔한 강의 듣고 마음이 한결 가벼워졌어요.. 안되면 피해가고 멈추고...
어린이 생활세계로 열어가는 사회 교과서 이야기 (5~6학년),10시간,2023.08.31,5점,"천재교과서 홍보 영상인줄 알고 신청할지 말지 고민했는데 연수 퀄리티가 넘 좋아서 깜짝 놀랐습니다. 고학년 사회를 하다보니 매번 어떻게 진행해야할지 막막하더라구요
막막함을 해결하게 해준 연수!"
"행복한 학급 만들기, 학생과 교사 자존감 수업",30시간,2023.08.30,4점,연수를 듣다보니 제가 자존감이 낮은 교사였습니다. 긍정정서도 부족했구요. 스스로의 상황과 생각을 바꿀 수 있는 연수가 되었습니다. 제 자존감도 높이고 학생들의 자존감도 높일 수 있는 수업 및 관계 개선을 위한 노력을 해야겠습니다. 의미있는 연수를 방학을 조금은 더 알차게 보낸 것 같습니다.
지리와 함께하는 인문학 티타임,30시간,2023.08.30,5점,천천히 다시 듣기하고 싶네요.
"새로운 가르침과 배움의 시대 맞이하기<br />분노만큼, 애도만큼 기억하고 서로 치유하기",0시간,2023.08.29,5점,"공감과 연대 교수님 강의 듣고 답답한 마음이 조금이나마 가벼워졌습니다. 현실이 너무 답답하고 어찌해야 할지....

방법을 찾고 자기돌봄과 자기치유의 길을 가는데 많은 도움이 되었습니다. 티셀파연수원에도 감사드립니다."
같이 읽고 함께 나누는 독서수업방법,30시간,2023.08.29,5점,"한 학기 한권 읽기 수업 때문에 고민이 많아서....
혹시나 하는 마음에 반신반의로 신청하게 된 수업에서 새롭게 터득한 바가 많았습니다. 이 연수 아니었으면 아마 지금도 획일적으로 책 읽어라.... 감상문 써봐라 식의 수업을 진행하고 있지 않았을까 반성해봅니다.
연수를 통해 배운 새로운 교수법으로 수업을 진행하고 준비하는데 많은 시간과 노력이 들기는 하지만 아이들이 신나게 따라하는 모습을 보면 뿌듯함과 만족감이 절로 듭니다.
연수 속에서 제시한 모든 방법을 활용하기에는 시간적으로 다소 부족하지만 고민을 통해서 수업 속에서 잘 실현해봐야겠다는 생각이 들었습니다.
좋은 연수와 수업 노하우 전수해주셔서 감사드립니다. 잊지 않고 잘 활용하여 좋은 수업이 되고자 노력하겠습니다."
"학급경영, 수업, 업무 - 노션으로 한 방에 해결하기",15시간,2023.08.29,5점,"정말 실제 교과 수업과 학급 경영, 심지어 행정 업무에까지도 적용 가능한 알찬 강의였습니다!^^ 배운 내용을 토대로 한번 활용해서 신세대 교사가 되어보려 노력하겠습니다~~!"
메이슨의 패턴잉글리쉬,30시간,2023.08.28,5점,일상생활에서도 사용하기 편하게 알려 주시니 유익한 시간이었습니다. 역시 최고!!
저자가 알려주는 수학 교과서 100% 활용하기 (초등 3~4학년),5시간,2023.08.25,5점,교과서 활용 팁 및 여러가지 사용법 등이 너무 유익했습니다. 이 교과서를 사용하는 분이라면 꼭!! 들어야 할 연수입니다.
학생들과 함께 나누는 기후변화 이야기,30시간,2023.08.24,1점,"상시 연수의 경우 배속을 조정할 수도 없고 일정한 시간을 채워야 이수 처리가 되어서 많은 불편함이 있음, 더구나 오류로(고객센터에 전화 문의 했으나 오류가 아니라고 함;;)다 들었는데도 진도가 반영되지 않아 여러 차시를 몇 번이나 다시 들음(끝까지 해결되지 않음)
이제 상시연수는 절대 신청하지 않을 계획임."
"유아, 저학년을 위한 디지털 활용 수업 A to Z",0시간,2023.08.23,5점,디지털문해교육을 위한 고퀄리티 자료공유감사합니다
"유아, 저학년을 위한 디지털 활용 수업 A to Z",0시간,2023.08.23,5점,현장에서 원격 수업을 하면서 기존보다 디지털이 많이 활용되고 있는 거 같습니다. 1정 연수를 통해 디지털 연수에 관심이 생겼는데 상권쌤의 강의 덕분에 기존에 알고 있던 사이트 외에도 다양한 정보를 얻을 수 있는 기회가 되었네요. 활용하고 싶은 내용이 많아 얼른 아이들과 활동해보고 싶어요~ 늦은 시간까지 강의해주시느라 고생하셨고 감사합니다!^^
"유아, 저학년을 위한 디지털 활용 수업 A to Z",0시간,2023.08.23,5점,"아주 기본적인 디지털 앱이나 사이트들도 잘 알지 못했는데, 오늘 아주 쉬운 것부터 차근차근 설명해주시고, 또 실제 수업 사례들을 보여주셔서 감이 확 잡혔습니다. 큰 그림이 잡혀서 디지털 활용 수업을 계획하는데 큰 도움이 되었습니다. 또 다양한 사이트 주소와 종류들을 알려주셔서 아주 좋았습니다. 친절한 설명과 강의 진심으로 감사합니다. 또 좋은 수업을 개설해주신 T셀파 연수원도 진심으로 감사합니다."
"유아, 저학년을 위한 디지털 활용 수업 A to Z",0시간,2023.08.23,5점,"늘 훌륭한 강의와 콘텐츠로 교사들을 실망시키시지 않는 분이라서 이번에도 기대하고 강의를 들었는데요. 역시나 이번에도 많은 내용을 배워갑니다~!
scroobly 외에도 줌 수업을 어떻게 연극으로 재미있게 할 수 있을지, 스케치 앱 등 정말 좋은 아이디어를 많이 얻어가게 됩니다. 그냥 게임만 하는게 아니라 진짜 유초등 아이들에게 실질적으로 배움을 줄 수 있는 내용들이었어요. 당장 내일 아이들과 디지털 교구를 활용해서 해봐야겠다는 생각이 들었어요. 말미에 공유해주신 필수 사이트 KIT도 정말 유용했어요. 자신의 지식이라고만 생각하지 않고, 늘 무료로 자유롭게 공유하게 해주시는 선생님의 모습에 늘 감사하고 감동입니다. 저 또한 그런 교사가 되기 위해 열심히 쫓아가보려 합니다. 그래서 그런 의미로 선생님께 배운 사이트 하나를 복습해보고, 다른 많은 분들이 보실 수 있게 기록으로 남겼어요. 당연히 상권샘 이야기도 언급했지용^^ 앞으로도 좋은 정보, 콘텐츠 나눔을 부탁드려요~! https://schoolforkids.tistory.com/entry/scroobly"
